Code	Iso	Species	Period	Phos	Volu	Site	Dilu	Cove	Trial	Day	IXM
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	5	30
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	5	33
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	5	33
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	5	25
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	5	27
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	5	29
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	5	33
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	5	28
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	5	32
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	0	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	1	30
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	1	28
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	1	33
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	1	31
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	1	35
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	1	33
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	1	33
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	1	34
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	1	35
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	1	34
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	1	32
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	1	34
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	1	34
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	1	38
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	1	38
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	1	56
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	1	39
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	1	34
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	1	36
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	1	38
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	1	41
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	2	25
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	2	24
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	2	31
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	2	29
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	2	28
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	2	26
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	2	42
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	2	35
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	2	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	2	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	2	34
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	2	24
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	2	35
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	2	44
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	2	41
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	2	41
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	2	36
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	2	42
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	2	33
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	2	36
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	2	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	3	31
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	3	29
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	3	32
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	3	32
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	3	33
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	3	29
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	3	44
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	3	35
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	3	47
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	3	39
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	3	42
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	3	35
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	3	40
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	3	40
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	3	39
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	3	41
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	3	39
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	3	42
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	3	38
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	3	35
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	3	40
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	4	20
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	4	22
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	4	26
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	4	28
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	4	34
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	4	32
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	4	46
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	4	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	4	43
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	4	30
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	4	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	4	35
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	4	43
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	4	44
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	4	42
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	4	42
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	4	39
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	4	40
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	4	39
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	4	36
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	4	41
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	5	35
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	5	32
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	5	35
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	5	29
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	5	35
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	5	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	5	41
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	5	37
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	5	40
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	5	44
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	5	41
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	5	39
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	5	46
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	5	45
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	5	43
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	5	44
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	5	47
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	5	39
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	5	42
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	5	39
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	5	40
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	0	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	1	9
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	1	6
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	1	7
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	1	5
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	1	6
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	1	4
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	1	4
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	1	4
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	1	8
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	1	5
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	1	6
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	1	6
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	1	6
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	1	4
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	1	6
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	1	3
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	1	6
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	1	5
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	1	6
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	1	6
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	1	7
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	2	9
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	2	11
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	2	9
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	2	8
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	2	8
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	2	7
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	2	7
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	2	5
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	2	39
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	2	11
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	2	8
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	2	5
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	2	11
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	2	8
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	2	7
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	2	6
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	2	10
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	2	8
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	2	11
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	2	7
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	2	10
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	3	15
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	3	16
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	3	17
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	3	20
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	3	16
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	3	13
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	3	14
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	3	15
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	3	19
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	3	11
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	3	17
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	3	15
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	3	20
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	3	19
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	3	19
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	3	15
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	3	32
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	3	14
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	3	19
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	3	14
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	3	21
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	4	17
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	4	10
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	4	13
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	4	14
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	4	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	4	13
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	4	19
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	4	22
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	4	20
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	4	15
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	4	23
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	4	16
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	4	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	4	13
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	4	14
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	4	15
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	4	15
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	4	16
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	4	19
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	4	19
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	4	30
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	5	20
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	5	14
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	5	25
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	5	26
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	5	36
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	5	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	5	25
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	5	23
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	5	33
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	5	20
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	5	24
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	5	25
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	1	5	30
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	2	5	26
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	0.8	20	9	1	3.02	3	5	28
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	1	5	22
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	2	5	31
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	1.6	20	9	1	3.02	3	5	19
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	1	5	27
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	2	5	23
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	3.2	20	9	1	3.02	3	5	40
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	1	0	21
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	2	0	21
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.05	20	9	1	3.02	3	0	21
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	1	0	21
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	2	0	21
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.1	20	9	1	3.02	3	0	21
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	1	0	21
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	2	0	21
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.2	20	9	1	3.02	3	0	21
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	1	0	21
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	2	0	21
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	0.4	20	9	1	3.02	3	0	21
