Code	Iso	Species	Period	Volu	Site	Dilu	Cove	Trial	Day	IXM
3B_A4	I8	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	350
3B_A4	I8	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	359
3B_A4	I8	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	334
3B_A4	I8	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	318
3B_A4	I8	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	296
3B_A4	I8	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	263
3B_A4	I8	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	311
3B_A4	I8	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	231
3B_A4	I8	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	264
3B_A4	I8	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	178
3B_A4	I8	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	278
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	474
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	511
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	531
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	514
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	452
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	1214
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	1046
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	1199
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	1178
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	1154
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	1610
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	1293
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	1472
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	1270
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	1445
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	1231
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	1175
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	1330
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	1285
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	1346
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	1303
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	1222
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	1175
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	1189
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	951
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	1414
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	1206
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	1244
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	1167
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	1152
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	1302
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	1164
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	1049
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	1084
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	1352
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	1153
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	1203
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	1167
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	1271
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	1292
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	1429
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	1211
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	1116
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	1422
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	1430
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	1605
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	1299
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	1177
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	1267
3B_A6	I9	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	1301
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	315
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	312
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	320
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	388
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	458
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	572
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	756
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	853
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	960
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	894
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	1448
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	1504
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	1739
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	2015
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	2129
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	1626
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	1854
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	1870
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	2082
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	2113
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	1660
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	1606
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	2215
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	2348
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	2133
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	1626
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	2029
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	2829
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	2822
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	2735
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	1429
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	2126
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	2388
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	2540
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	2786
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	2088
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	1961
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	2334
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	2352
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	2559
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	1893
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	1830
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	2181
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	2445
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	2396
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	2571
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	2871
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	3249
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	2838
3B_B6	I10	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	2979
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	106
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	130
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	96
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	180
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	170
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	177
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	298
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	297
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	249
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	211
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	482
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	683
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	883
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	777
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	878
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	1126
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	1168
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	1452
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	1337
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	1015
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	1265
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	818
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	1376
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	1169
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	1004
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	820
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	1062
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	1752
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	1406
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	1583
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	938
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	1027
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	1533
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	1255
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	1156
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	1163
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	1112
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	1102
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	1194
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	1279
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	1491
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	997
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	1106
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	1045
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	1131
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	1615
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	1508
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	1669
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	1855
3B_C4	I11	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	1502
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	269
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	269
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	271
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	288
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	333
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	1013
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	886
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	933
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	916
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	884
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	1188
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	1103
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	1230
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	985
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	1243
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	1054
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	1081
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	1372
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	1272
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	1318
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	1377
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	1025
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	1017
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	1046
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	1036
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	1128
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	958
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	981
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	989
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	1074
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	884
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	1076
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	956
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	1024
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	1168
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	882
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	941
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	1089
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	922
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	1150
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	1038
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	796
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	911
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	1071
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	999
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	843
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	790
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	666
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	936
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	851
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	458
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	341
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	315
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	511
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	700
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	580
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	628
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	744
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	463
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	597
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	1152
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	2308
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	2671
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	2836
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	2621
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	2243
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	1573
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	2191
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	1964
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	2232
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	2821
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	2637
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	2188
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	2313
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	1795
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	1598
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	2097
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	3470
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	3273
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	3394
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	1818
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	2474
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	3568
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	3345
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	2306
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	2290
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	1726
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	2493
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	2059
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	2236
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	3372
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	2056
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	2489
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	1765
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	1870
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	3451
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	3690
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	3750
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	4024
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	3596
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	151
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	140
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	124
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	123
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	143
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	137
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	140
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	161
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	170
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	145
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	196
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	203
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	197
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	209
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	202
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	241
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	247
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	281
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	262
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	269
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	360
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	332
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	298
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	312
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	346
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	522
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	576
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	528
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	524
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	577
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	398
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	485
