Code	Iso	Species	Period	Volu	Site	Dilu	Cove	Trial	Day	IXM
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	502
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	499
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	457
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	344
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	364
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	353
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	608
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	394
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	532
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	549
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	485
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	483
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	435
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	727
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	599
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	570
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	554
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	481
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	105
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	99
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	106
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	107
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	122
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	303
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	231
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	214
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	271
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	191
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	385
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	351
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	371
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	284
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	269
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	317
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	237
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	262
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	263
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	291
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	287
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	350
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	312
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	283
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	267
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	236
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	165
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	143
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	213
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	194
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	298
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	285
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	208
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	247
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	282
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	307
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	249
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	248
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	323
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	264
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	266
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	300
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	244
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	331
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	205
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	237
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	182
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	192
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	210
4A_A5	I16	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	203
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	478
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	481
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	445
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	504
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	489
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	1023
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	897
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	895
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	926
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	849
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	1316
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	1080
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	1088
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	1425
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	1515
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	1236
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	1343
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	1472
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	1652
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	1689
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	1447
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	1462
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	1359
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	1494
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	1311
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	1265
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	1147
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	1188
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	1459
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	1375
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	1278
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	1857
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	1519
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	1444
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	1871
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	1231
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	1359
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	1553
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	1463
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	1812
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	1661
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	1423
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	1921
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	1895
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	2108
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	1843
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	2085
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	1746
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	2022
4A_B2	I17	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	2374
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	103
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	111
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	113
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	108
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	122
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	241
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	227
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	193
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	252
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	234
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	232
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	263
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	289
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	248
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	263
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	222
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	210
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	223
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	262
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	215
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	203
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	236
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	198
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	200
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	197
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	262
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	200
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	264
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	230
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	252
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	264
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	230
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	258
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	283
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	318
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	235
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	232
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	239
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	242
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	249
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	204
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	202
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	214
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	231
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	201
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	267
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	198
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	230
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	215
4A_B5	I18	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	242
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	191
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	231
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	219
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	209
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	218
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	401
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	381
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	348
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	364
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	346
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	500
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	458
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	488
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	518
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	558
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	412
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	479
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	516
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	565
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	633
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	496
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	504
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	508
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	472
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	545
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	502
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	452
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	555
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	532
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	578
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	756
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	810
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	853
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	765
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	855
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	397
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	465
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	662
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	599
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	735
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	872
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	751
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	1176
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	1338
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	1062
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	548
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	699
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	684
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	841
4A_C3	I19	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	706
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	176
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	220
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	192
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	164
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	163
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	440
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	416
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	305
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	444
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	343
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	662
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	672
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	624
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	633
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	620
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	661
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	664
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	623
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	565
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	558
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	846
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	880
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	829
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	784
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	845
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	598
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	588
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	597
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	615
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	622
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	647
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	803
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	798
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	725
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	647
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	743
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	655
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	604
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	780
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	719
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	649
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	671
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	675
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	814
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	452
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	298
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	310
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	286
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	291
4A_C4	I20	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	328
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	533
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	576
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	543
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	523
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	560
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	1111
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	1182
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	1194
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	982
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	1073
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	1721
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	1753
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	1666
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	1406
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	1611
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	1248
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	1614
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	1494
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	1440
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	1633
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	1181
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	1588
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	1334
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	1644
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	1343
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	1406
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	1238
