Code	Iso	Species	Period	Nutri	Pred	Phos	Rotifer	Volu	Site	Dilu	Cove	Trial	Day	IXM
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	3	189
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	3	5	13	1	2,08	1	3	148
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	5	5	13	1	2,08	2	3	117
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	3	5	13	1	2,08	3	3	143
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	4	315
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	4	201
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	4	226
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	5	5	13	1	2,08	1	4	295
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	8	5	13	1	2,08	2	4	201
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	10	5	13	1	2,08	3	4	131
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	4	705
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	4	548
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	4	949
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	5	5	13	1	2,08	1	4	679
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	12	5	13	1	2,08	2	4	531
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	7	5	13	1	2,08	3	4	517
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	5	189
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	5	196
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	5	280
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	6	5	13	1	2,08	1	5	405
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	8	5	13	1	2,08	2	5	179
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	10	5	13	1	2,08	3	5	231
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	5	769
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	5	698
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	5	786
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	8	5	13	1	2,08	1	5	910
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	31	5	13	1	2,08	2	5	606
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	10	5	13	1	2,08	3	5	718
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	6	295
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	6	298
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	6	281
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	8	5	13	1	2,08	1	6	113
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	8	5	13	1	2,08	2	6	169
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	8	5	13	1	2,08	3	6	209
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	6	1111
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	6	937
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	6	1073
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	11	5	13	1	2,08	1	6	797
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	58	5	13	1	2,08	2	6	795
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	14	5	13	1	2,08	3	6	1063
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	7	244
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	7	291
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	7	190
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	8	5	13	1	2,08	1	7	208
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	12	5	13	1	2,08	2	7	215
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	17	5	13	1	2,08	3	7	254
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	7	804
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	7	796
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	7	789
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	18	5	13	1	2,08	1	7	658
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	77	5	13	1	2,08	2	7	260
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	15	5	13	1	2,08	3	7	1102
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	8	308
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	8	276
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	8	281
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	10	5	13	1	2,08	1	8	303
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	12	5	13	1	2,08	2	8	219
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	18	5	13	1	2,08	3	8	300
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	8	983
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	8	921
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	8	885
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	9	5	13	1	2,08	1	8	548
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	74	5	13	1	2,08	2	8	424
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	8	5	13	1	2,08	3	8	586
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	9	275
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	9	313
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	9	211
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	5	5	13	1	2,08	1	9	296
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	12	5	13	1	2,08	2	9	147
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	17	5	13	1	2,08	3	9	93
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	9	931
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	9	793
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	9	912
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	6	5	13	1	2,08	1	9	421
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	68	5	13	1	2,08	2	9	262
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	1	5	13	1	2,08	3	9	508
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	10	278
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	10	184
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	10	236
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	7	5	13	1	2,08	1	10	221
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	7	5	13	1	2,08	2	10	59
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	18	5	13	1	2,08	3	10	45
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	10	1137
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	10	720
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	10	756
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	5	5	13	1	2,08	1	10	449
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	38	5	13	1	2,08	2	10	182
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	0	5	13	1	2,08	3	10	318
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	15	346
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	15	401
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	15	252
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	0	5	13	1	2,08	1	15	188
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	0	5	13	1	2,08	2	15	113
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	14	5	13	1	2,08	3	15	155
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	15	738
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	15	536
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	15	834
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	49	5	13	1	2,08	1	15	183
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	5	5	13	1	2,08	2	15	118
3B_D4	I13	Chlamydomonas_noctigama	Oligotrophic	High	With	55	0	5	13	1	2,08	3	15	542
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	1	302
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	1	485
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	1	83
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	1	1	33
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	4	5	13	1	2,08	2	1	13
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	4	5	13	1	2,08	3	1	44
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	1	437
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	1	58
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	1	23
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	5	5	13	1	2,08	1	1	177
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	3	5	13	1	2,08	2	1	9
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	5	5	13	1	2,08	3	1	275
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	2	911
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	2	7
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	2	9
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	2	5	13	1	2,08	1	2	13
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	2	2	1484
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	2	5	13	1	2,08	3	2	837
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	2	74
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	2	22
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	2	8
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	4	5	13	1	2,08	1	2	48
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	1	5	13	1	2,08	2	2	17
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	4	5	13	1	2,08	3	2	66
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	3	100
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	3	430
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	3	449
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	2	5	13	1	2,08	1	3	457
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	2	5	13	1	2,08	2	3	298
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	2	5	13	1	2,08	3	3	116
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	3	513
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	3	1108
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	3	619
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	4	5	13	1	2,08	1	3	458
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	2	5	13	1	2,08	2	3	842
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	4	5	13	1	2,08	3	3	131
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	4	646
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	4	293
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	4	241
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	3	5	13	1	2,08	1	4	266
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	2	4	500
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	3	4	218
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	4	536
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	4	1448
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	4	555
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	10	5	13	1	2,08	1	4	641
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	2	5	13	1	2,08	2	4	849
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	4	5	13	1	2,08	3	4	653
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	5	272
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	5	495
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	5	488
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	4	5	13	1	2,08	1	5	365
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	2	5	378
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	3	5	363
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	5	951
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	5	851
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	5	734
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	26	5	13	1	2,08	1	5	716
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	7	5	13	1	2,08	2	5	775
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	6	5	13	1	2,08	3	5	742
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	6	370
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	6	469
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	6	443
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	4	5	13	1	2,08	1	6	635
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	2	6	401
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	3	6	278
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	6	1153
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	6	1412
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	6	1319
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	48	5	13	1	2,08	1	6	994
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	16	5	13	1	2,08	2	6	1039
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	14	5	13	1	2,08	3	6	956
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	7	274
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	7	483
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	7	373
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	4	5	13	1	2,08	1	7	427
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	4	5	13	1	2,08	2	7	450
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	3	7	425
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	7	1486
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	7	1426
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	7	1487
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	64	5	13	1	2,08	1	7	1178
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	25	5	13	1	2,08	2	7	1586
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	23	5	13	1	2,08	3	7	1500
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	8	211
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	8	262
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	8	281
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	2	5	13	1	2,08	1	8	432
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	3	5	13	1	2,08	2	8	295
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	3	8	503
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	8	2519
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	8	1941
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	8	2281
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	94	5	13	1	2,08	1	8	1292
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	42	5	13	1	2,08	2	8	1722
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	51	5	13	1	2,08	3	8	1798
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	9	813
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	9	497
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	9	543
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	0	5	13	1	2,08	1	9	431
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	4	5	13	1	2,08	2	9	356
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	3	9	367
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	9	1747
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	9	1885
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	9	1753
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	100	5	13	1	2,08	1	9	1072
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	66	5	13	1	2,08	2	9	1634
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	112	5	13	1	2,08	3	9	1636
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	10	617
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	10	663
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	10	663
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	1	5	13	1	2,08	1	10	366
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	4	5	13	1	2,08	2	10	653
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	0	5	13	1	2,08	3	10	360
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	10	2190
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	10	1547
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	10	1808
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	180	5	13	1	2,08	1	10	560
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	92	5	13	1	2,08	2	10	1188
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	128	5	13	1	2,08	3	10	1235
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	15	218
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	15	321
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	15	439
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	2	5	13	1	2,08	1	15	418
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	4	5	13	1	2,08	2	15	410
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	0	5	13	1	2,08	3	15	616
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	15	1855
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	15	1678
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	15	1967
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	144	5	13	1	2,08	1	15	228
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	216	5	13	1	2,08	2	15	140
3B_D6	I14	Chlamydomonas_noctigama	Oligotrophic	High	With	55	192	5	13	1	2,08	3	15	156
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	1	553
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	1	633
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	1	646
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	4	5	13	1	2,08	1	1	629
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	4	5	13	1	2,08	2	1	329
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	5	5	13	1	2,08	3	1	371
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	1	384
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	1	659
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	1	509
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	High	With	55	4	5	13	1	2,08	1	1	441
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	High	With	55	5	5	13	1	2,08	2	1	520
4A_A3	I15	Chlamydomonas_noctigama	Oligotrophic	High	With	55	5	5	13	1	2,08	3	1	717
