Code	Iso	Species	Period	Nutri	Pred	Phos	Rotifer	Volu	Site	Dilu	Cove	Trial	Day	IXM
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	10	888
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	10	1037
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	2	5	13	1	2,08	1	10	885
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	16	5	13	1	2,08	2	10	931
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	20	5	13	1	2,08	3	10	953
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	10	5167
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	10	4556
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	10	4915
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	With	55	84	5	13	1	2,08	1	10	3000
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	With	55	158	5	13	1	2,08	2	10	2399
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	With	55	396	5	13	1	2,08	3	10	2443
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	1	15	1228
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	2	15	887
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	Low	Without	5.5	0	5	13	1	2,08	3	15	980
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	0	5	13	1	2,08	1	15	935
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	0	5	13	1	2,08	2	15	1188
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	Low	With	5.5	0	5	13	1	2,08	3	15	1135
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	1	15	3236
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	2	15	4347
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	Without	55	0	5	13	1	2,08	3	15	4159
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	With	55	80	5	13	1	2,08	1	15	2548
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	With	55	195	5	13	1	2,08	2	15	1825
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	High	With	55	0	5	13	1	2,08	3	15	2200
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	1	182
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	1	373
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	1	299
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	3	5	13	1	2,08	1	1	463
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	4	5	13	1	2,08	2	1	241
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	4	5	13	1	2,08	3	1	150
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	1	364
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	1	123
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	1	148
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	5	5	13	1	2,08	1	1	312
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	4	5	13	1	2,08	2	1	213
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	4	5	13	1	2,08	3	1	92
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	2	3613
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	2	1722
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	2	1731
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	5	5	13	1	2,08	1	2	1284
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	4	5	13	1	2,08	2	2	1908
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	1	5	13	1	2,08	3	2	2487
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	2	987
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	2	1032
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	2	617
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	4	5	13	1	2,08	1	2	1805
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	2	1962
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	2	5	13	1	2,08	3	2	801
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	3	953
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	3	547
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	3	713
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	3	5	13	1	2,08	1	3	739
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	4	5	13	1	2,08	2	3	387
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	1	5	13	1	2,08	3	3	563
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	3	815
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	3	886
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	3	914
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	3	782
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	3	886
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	1	5	13	1	2,08	3	3	803
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	4	513
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	4	1004
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	4	526
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	4	5	13	1	2,08	1	4	443
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	5	5	13	1	2,08	2	4	740
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	5	5	13	1	2,08	3	4	550
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	4	998
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	4	1140
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	4	1083
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	4	919
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	4	1046
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	4	922
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	5	453
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	5	532
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	5	419
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	8	5	13	1	2,08	1	5	378
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	6	5	13	1	2,08	2	5	314
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	5	5	13	1	2,08	3	5	458
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	5	1244
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	5	1181
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	5	1233
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	5	971
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	5	1073
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	5	1122
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	6	591
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	6	539
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	6	529
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	8	5	13	1	2,08	1	6	278
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	10	5	13	1	2,08	2	6	289
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	9	5	13	1	2,08	3	6	292
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	6	1620
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	6	1547
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	6	1430
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	6	1052
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	6	1198
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	6	1256
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	7	344
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	7	360
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	7	394
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	10	5	13	1	2,08	1	7	145
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	12	5	13	1	2,08	2	7	245
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	9	5	13	1	2,08	3	7	201
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	7	915
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	7	1197
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	7	1383
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	7	980
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	7	1210
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	7	987
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	8	360
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	8	381
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	8	360
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	9	5	13	1	2,08	1	8	46
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	11	5	13	1	2,08	2	8	283
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	8	5	13	1	2,08	3	8	206
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	8	1453
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	8	1247
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	8	1302
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	8	1121
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	8	1217
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	8	1284
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	9	346
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	9	480
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	9	557
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	9	5	13	1	2,08	1	9	17
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	14	5	13	1	2,08	2	9	112
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	4	5	13	1	2,08	3	9	187
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	9	1315
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	9	1394
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	9	1416
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	9	1231
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	9	1395
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	9	1463
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	10	315
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	10	568
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	10	527
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	8	5	13	1	2,08	1	10	48
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	10	5	13	1	2,08	2	10	37
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	5	5	13	1	2,08	3	10	37
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	10	1215
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	10	1368
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	10	1392
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	10	1100
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	10	1221
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	10	1542
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	15	282
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	15	284
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	15	260
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	0	5	13	1	2,08	1	15	23
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	0	5	13	1	2,08	2	15	33
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	0	5	13	1	2,08	3	15	37
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	15	1041
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	15	759
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	15	1111
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	15	906
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	15	961
18A_A1	I31	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	15	1165
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	1	222
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	1	114
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	1	158
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	5	5	13	1	2,08	1	1	90
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	5	5	13	1	2,08	2	1	146
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	5	5	13	1	2,08	3	1	159
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	1	56
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	1	129
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	1	82
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	4	5	13	1	2,08	1	1	192
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	7	5	13	1	2,08	2	1	179
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	3	5	13	1	2,08	3	1	206
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	2	114
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	2	171
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	2	160
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	4	5	13	1	2,08	1	2	122
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	5	5	13	1	2,08	2	2	263
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	5	5	13	1	2,08	3	2	375
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	2	121
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	2	207
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	2	281
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	1	5	13	1	2,08	1	2	239
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	9	5	13	1	2,08	2	2	289
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	3	5	13	1	2,08	3	2	165
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	3	104
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	3	52
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	3	280
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	3	5	13	1	2,08	1	3	141
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	2	5	13	1	2,08	2	3	37
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	3	5	13	1	2,08	3	3	92
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	3	450
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	3	260
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	3	328
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	3	294
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	8	5	13	1	2,08	2	3	283
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	2	5	13	1	2,08	3	3	622
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	4	256
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	4	419
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	4	320
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	6	5	13	1	2,08	1	4	86
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	3	5	13	1	2,08	2	4	418
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	6	5	13	1	2,08	3	4	170
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	4	863
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	4	737
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	4	603
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	4	499
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	3	5	13	1	2,08	2	4	598
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	4	647
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	5	263
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	5	318
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	5	392
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	4	5	13	1	2,08	1	5	202
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	1	5	13	1	2,08	2	5	155
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	9	5	13	1	2,08	3	5	96
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	5	731
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	5	871
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	5	734
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	5	684
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	5	623
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	5	699
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	6	413
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	6	272
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	6	353
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	4	5	13	1	2,08	1	6	421
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	0	5	13	1	2,08	2	6	213
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	8	5	13	1	2,08	3	6	165
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	6	735
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	6	892
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	6	908
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	6	650
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	6	706
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	6	607
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	7	321
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	7	221
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	7	243
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	1	5	13	1	2,08	1	7	105
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	0	5	13	1	2,08	2	7	144
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	5	5	13	1	2,08	3	7	257
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	7	682
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	7	880
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	3	7	898
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	1	7	753
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	2	7	688
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	With	55	0	5	13	1	2,08	3	7	530
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	1	8	267
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	2	8	282
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	Without	5.5	0	5	13	1	2,08	3	8	247
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	1	5	13	1	2,08	1	8	127
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	0	5	13	1	2,08	2	8	234
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	Low	With	5.5	2	5	13	1	2,08	3	8	258
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	1	8	652
18A_A2	I32	Chlamydomonas_bilatus	Eutrophic	High	Without	55	0	5	13	1	2,08	2	8	1007
