"Iso"	"Species"	"Period"	"Nutri"	"Pred"	"Phos"	"Trial"	"GrowA"	"GrowP"
"I25"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	3	0.287538729253864	0
"I25"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	3	0.183531749966243	-0.216252718907581
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	1	0.134399449897859	0
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	1	0.129059573531365	0.0367115589473802
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	1	0.292552886757983	0
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	1	0.250384466471853	0.116282855608528
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	2	0.0794318095831656	0
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	2	0.12723993346643	0.0642426620367417
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	2	0.295155523572546	0
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	2	0.243759623792521	0.0623814171732652
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	3	0.172620238583191	0
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	3	0.115543280748593	0.121583898611821
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	3	0.253145649951034	0
"I26"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	3	0.233103262187831	0.0460248309010309
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	1	0.0835617808145192	0
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	1	-0.0487443907934931	-0.00910080368008999
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	1	0.0985544080695993	0
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	1	0.168346935834603	-0.0723389837078801
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	2	0.090538488449703	0
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	2	0.101897579912699	0.0521547481397618
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	2	0.212250677077237	0
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	2	0.0368992090772975	-0.162045390141526
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	3	0.110263663224843	0
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	3	0.0554582730023906	-0.0515698088681883
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	3	0.225568750245295	0
"I27"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	3	0.148334389423785	-0.143559256738466
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	1	0.14022380441225	0
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	1	0.0679179049226181	0.132924387337905
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	1	0.26949597133523	0
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	1	0.227006958274648	-0.0166751739532261
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	2	0.159421445307556	0
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	2	0.158219575966975	-0.0289324069650524
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	2	0.2953514291683	0
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	2	0.307168187712473	0.0967469445925131
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	3	0.188857256519859	0
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	3	-0.0258054955685178	0.034603475678964
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	3	0.274037539070849	0
"I28"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	3	0.293067388181935	0.0757761151559068
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	1	0.048728524997336	0
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	1	0.00941994566799318	0.0896386222424717
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	1	0.203451185010599	0
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	1	0.1269073028384	0.145547312933405
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	2	0.044984012627957	0
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	2	0.0436150610051131	0.0276588111754126
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	2	0.181146649023468	0
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	2	0.0896697798949386	0.308857322418209
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"Without"	5.5	3	0.054871937138229	0
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"Low"	"With"	5.5	3	0.0299475837447836	0.0395339576960833
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"Without"	55	3	0.198271589702782	0
"I29"	"Chlamydomonas noctigama"	"Oligotrophic"	"High"	"With"	55	3	0.131150422715874	0.393630141881546
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.10475370860662	0
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.413371768257571	0.0670026170264175
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.0954605851028677	0
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.0650593821587598	-0.0627444319960869
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.060783767252863	0
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.252570125124845	0.0885260111073553
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.157028719136068	0
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.0937073918888687	-0.0320610908128428
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.0417394225961907	0
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.237616313438111	0.0545353865777567
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.173557975503521	0
"I31"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.195463487124686	-0.0518605662087111
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.0735238578498797	0
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	0.0606808690582027	-0.0824827215292375
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.241102344842207	0
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.175978561732927	-0.0397959447374349
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.0612393266313141	0
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	0.0864230500437946	-0.0870609001005839
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.231665614166454	0
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.134308056574026	-0.128934076783804
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.0803415675999395	0
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.00629652856893811	-0.0734427294766572
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.191633243963461	0
"I32"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.0810583504485092	-0.0557722378850778
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.0188177064714377	0
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	0.0253312587310637	-0.0814538626102755
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.194596739213956	0
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.0248905519175747	-0.0455428819551345
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.0795924303467692	0
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	0.0476960248550382	-0.0520826077659879
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.154188943779002	0
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.119180203304468	-0.0693901486278368
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.00612704359611732	0
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.0832179894061877	-0.0621967671026987
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.190250470248652	0
"I33"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.016880452330281	-0.0455428819551345
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.0321410976603122	0
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.378977947960286	0.198906322057089
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.216525525508599	0
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.00332349307359943	0.269131223321062
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.208552990510399	0
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	0.00499460146941608	-0.0455761095026168
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.228758166736769	0
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.0187688091460274	0.191698968771134
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.146415346749004	0
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.388720177612746	0.0899457462020837
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.204361836123062	0
"I34"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	-0.0816836644972973	0.250788074648395
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.0933648278512971	0
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.0890129943866593	0.106325797962277
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.241982608742818	0
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.119156145649886	0.202076467127089
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.166695852033734	0
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.0831909220508289	-0.0577475759379373
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.267277514764869	0
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.0384944436749672	0.32680669601825
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.0927625957814612	0
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.0340947022361855	-0.0572813448462238
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.272072190326953	0
"I35"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	-0.0580084380677484	0.317483471773958
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.0303810678930763	0
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.00315096606627783	-0.0841161125083574
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.179183756684589	0
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.0570370867151924	-0.0575255343806606
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.130521402600305	0
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	0.0345513973175711	-0.0822911811800618
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.206646265344962	0
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.156176878349392	-0.0655117044989524
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.10227057595587	0
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.059270592827664	0.190002712592682
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.149640850618818	0
"I36"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.0138481706344022	0.172246761151892
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.0862210014389244	0
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.0472114835567656	-0.0732189153797261
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.278068958889995	0
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.106724070546151	0.113715168696445
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.0773458814555459	0
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.0478819913936741	-0.109170426653403
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.253920345813964	0
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	-0.0234252046938763	0.276172698740158
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.0366964578698908	0
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.212957257062254	-0.0128635316289571
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.208166594371248	0
"I37"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	-0.0407061153991439	0.244782075121038
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.0810505657793463	0
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	0.00585516798215592	0.109611331090743
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.0997656209644078	0
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	-0.0693445290577854	-0.0397959447374349
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.0542782609181055	0
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.11327204063561	-0.0463356705482883
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.0727305242841976	0
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	-0.10989659741735	0.192486122839596
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.0786761484624918	0
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.0122703885221382	-0.0426220164199544
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.0405199029134724	0
"I38"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	-0.0756260482031687	-0.0388963111802368
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.079934181097329	0
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.11379447357294	-0.0707766154779469
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.188442482624358	0
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.0222759600066028	0.285224978781012
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.0297026122132441	0
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.0305799605195831	-0.0602713525797117
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.198168805729076	0
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	-0.0553543671137407	0.265776753645772
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.00549744592715163	0
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.167554848355845	0.0611813291956148
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.251429501192467	0
"I40"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	-0.000166202925712399	0.272296261535717
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.0203140879198547	0
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	0.0597362429986551	-0.0577475759379373
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.13470703403544	0
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.278243978237837	-0.0463356705482883
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.0578841111192085	0
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.00438474344435526	-0.108492272926481
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.0981616459292291	0
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.0580405057194227	0.28675793610072
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.368099623302864	0
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.0730426527673364	-0.038152506484298
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.233066665535212	0
"I41"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.124469481427673	-0.0830574905947133
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.0820279781842301	0
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.20903200878463	-0.0183530310884298
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.105697899169058	0
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	-0.00118647855323181	-0.0320610908128428
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.0379090700683235	0
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.129644569291574	0.0992291381340689
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.0507613094265161	0
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.00924100975791695	-0.0183530310884298
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.0510644729981122	0
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.222411380345847	-0.0256365615952219
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.0371729248341833	0
"I42"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	-0.0285287970137564	-0.0256365615952219
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.0495284796138564	0
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.0646150574845099	-0.0769855807759274
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.0890767929875784	0
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.0170188295334695	0.111053814270323
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	0.0608571011644444	0
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.120763987162526	0.0700444363631
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.130851217641003	0
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.0473950671976044	0.0270187866201895
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.0546989546606854	0
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.180178879500666	0.0906448004405641
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.127628932803532	0
"I43"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.0510816687747083	-0.0326276108238752
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.0640197273821355	0
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.182189674991252	0.0791083271220589
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.152863151657618	0
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.111584428817272	0.0230384778110359
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.00314057132184466	0
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.0996823622580868	0.0310454408971822
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.137065798738813	0
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	-0.0462659234210262	0.328138772249096
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	0.0824131690528347	0
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.18542648485332	0.0683411549151241
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.147214002435212	0
"I44"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	-0.156313821412468	0.353612727212953
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.349142088599347	0
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.328676207003337	0.113447427752429
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.333906364701575	0
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	-0.159669787599518	0.290871337441242
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.0838594783380746	0
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.262359357342621	0.120207865377937
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.311169468763722	0
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.00710569860150081	0.0894609127535441
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.184323696438328	0
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.261473454918775	0.0610385742932347
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.181122724603641	0
"I45"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	-0.197826378372702	0.230441582191506
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	-0.153557755717634	0
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	-0.297286779090014	0.098845124334705
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.137893427915688	0
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	-0.300022082261037	0.343541281548102
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.113714128177679	0
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.227203817120331	0.173299119317409
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.323171796596465	0
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	-0.130812468751218	0.375833863650562
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.103898777051235	0
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.407694994637575	0.131110454634455
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.239235192403584	0
"I46"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	-0.188468033835719	0.273127287606273
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	1	0.0289147889813772	0
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	1	0.0537000818078299	-0.0684712086785961
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	1	0.192361655949688	0
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	1	0.187792176561097	0.0227274693037098
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	2	-0.0186247211030056	0
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	2	-0.124539712417863	-0.109728991739537
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	2	0.211663653992551	0
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	2	0.085171705486019	0.379521614738151
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"Without"	5.5	3	-0.0498402761205566	0
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"Low"	"With"	5.5	3	-0.026874020771087	-0.0972887142235311
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"Without"	55	3	0.208386844502974	0
"I47"	"Chlamydomonas bilatus"	"Eutrophic"	"High"	"With"	55	3	0.231193443894353	-0.108726300977863
